,chit,chit_id,p_recno,winning_aucn,duration,fman,surety_p_recno,n_surety,age,salary,sex,occupation,other_chits,surety_others,years_of_service,house_owner,land_owner,income_tax,insurance_policy,insurance_amount,res_pin,off_pin,chit_value,monthly_contribution,year
201,AB-005,AB-005-18,9402,2.0,30.0,0.0,12274.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
202,AB-005,AB-005-18,9402,2.0,30.0,0.0,12275.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
203,AB-005,AB-005-19,7364,20.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
204,AB-005,AB-005-20,3643,1.0,30.0,0.0,9465.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
205,AB-005,AB-005-20,3643,1.0,30.0,0.0,9461.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
206,AB-005,AB-005-20,3643,1.0,30.0,0.0,9462.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
207,AB-005,AB-005-20,3643,1.0,30.0,0.0,9464.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
208,AB-005,AB-005-20,3643,1.0,30.0,0.0,4483.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
209,AB-005,AB-005-20,3643,1.0,30.0,0.0,9460.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
210,AB-005,AB-005-21,8386,23.0,30.0,0.0,9403.0,3.0,40.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
211,AB-005,AB-005-21,8386,23.0,30.0,0.0,13283.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
212,AB-005,AB-005-21,8386,23.0,30.0,0.0,9148.0,3.0,39.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
213,AB-005,AB-005-22,9403,15.0,30.0,0.0,8526.0,3.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
214,AB-005,AB-005-22,9403,15.0,30.0,0.0,9148.0,3.0,39.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
215,AB-005,AB-005-22,9403,15.0,30.0,0.0,13124.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
216,AB-005,AB-005-23,8527,12.0,30.0,0.0,13125.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
217,AB-005,AB-005-23,8527,12.0,30.0,0.0,9148.0,4.0,39.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
218,AB-005,AB-005-23,8527,12.0,30.0,0.0,12237.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
219,AB-005,AB-005-23,8527,12.0,30.0,0.0,12840.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
220,AB-005,AB-005-24,9404,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
221,AB-005,AB-005-25,9405,18.0,30.0,0.0,9406.0,1.0,35.0,5000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
222,AB-005,AB-005-26,9406,17.0,30.0,0.0,9405.0,1.0,48.0,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
223,AB-005,AB-005-26,9406,17.0,30.0,0.0,9405.0,1.0,48.0,,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
224,AB-005,AB-005-27,8388,7.0,30.0,0.0,12581.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
225,AB-005,AB-005-27,8388,7.0,30.0,0.0,9466.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
226,AB-005,AB-005-27,8388,7.0,30.0,0.0,8534.0,5.0,39.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
227,AB-005,AB-005-27,8388,7.0,30.0,0.0,8533.0,5.0,45.0,,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
228,AB-005,AB-005-27,8388,7.0,30.0,0.0,8533.0,5.0,45.0,,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
229,AB-005,AB-005-27,8388,7.0,30.0,0.0,309.0,5.0,44.0,5000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
230,AB-005,AB-005-28,9407,6.0,30.0,0.0,12584.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
231,AB-005,AB-005-28,9407,6.0,30.0,0.0,12582.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
232,AB-005,AB-005-28,9407,6.0,30.0,0.0,12583.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
233,AB-005,AB-005-28,9407,6.0,30.0,0.0,12585.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
234,AB-005,AB-005-29,8391,19.0,30.0,0.0,12880.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
235,AB-005,AB-005-29,8391,19.0,30.0,0.0,12879.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
236,AB-005,AB-005-29,8391,19.0,30.0,0.0,12878.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
237,AB-005,AB-005-30,7363,8.0,30.0,0.0,11693.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
238,AB-005,AB-005-30,7363,8.0,30.0,0.0,12586.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
239,AB-005,AB-005-30,7363,8.0,30.0,0.0,11308.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
240,AB-005,AB-005-30,7363,8.0,30.0,0.0,3284.0,4.0,38.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
241,AB-006,AB-006-01,11638,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
242,AB-006,AB-006-02,11639,10.0,30.0,0.0,12648.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
243,AB-006,AB-006-02,11639,10.0,30.0,0.0,12228.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
244,AB-006,AB-006-02,11639,10.0,30.0,0.0,12229.0,4.0,36.0,8000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
245,AB-006,AB-006-02,11639,10.0,30.0,0.0,11653.0,4.0,36.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
246,AB-006,AB-006-03,11653,26.0,30.0,0.0,12228.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
247,AB-006,AB-006-03,11653,26.0,30.0,0.0,8525.0,2.0,58.0,10000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
248,AB-006,AB-006-04,11654,15.0,30.0,0.0,11639.0,4.0,58.0,25000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
249,AB-006,AB-006-04,11654,15.0,30.0,0.0,11639.0,4.0,58.0,25000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
250,AB-006,AB-006-04,11654,15.0,30.0,0.0,12648.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
251,AB-006,AB-006-04,11654,15.0,30.0,0.0,11653.0,4.0,36.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
252,AB-006,AB-006-04,11654,15.0,30.0,0.0,8508.0,4.0,31.0,4000.0,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
253,AB-006,AB-006-05,12450,19.0,30.0,0.0,4892.0,4.0,40.0,12000.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
254,AB-006,AB-006-05,12450,19.0,30.0,0.0,5813.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
255,AB-006,AB-006-05,12450,19.0,30.0,0.0,13556.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
256,AB-006,AB-006-05,12450,19.0,30.0,0.0,9909.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
257,AB-006,AB-006-06,8531,23.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
258,AB-006,AB-006-07,11642,2.0,30.0,0.0,8813.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
259,AB-006,AB-006-07,11642,2.0,30.0,0.0,11644.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
260,AB-006,AB-006-07,11642,2.0,30.0,0.0,12588.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
261,AB-006,AB-006-07,11642,2.0,30.0,0.0,11643.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
262,AB-006,AB-006-07,11642,2.0,30.0,0.0,12587.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
263,AB-006,AB-006-08,11643,4.0,30.0,0.0,11644.0,6.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
264,AB-006,AB-006-08,11643,4.0,30.0,0.0,13126.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
265,AB-006,AB-006-08,11643,4.0,30.0,0.0,12588.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
266,AB-006,AB-006-08,11643,4.0,30.0,0.0,8813.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
267,AB-006,AB-006-08,11643,4.0,30.0,0.0,11642.0,6.0,35.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
268,AB-006,AB-006-08,11643,4.0,30.0,0.0,13127.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
269,AB-006,AB-006-09,11644,5.0,30.0,0.0,13126.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
270,AB-006,AB-006-09,11644,5.0,30.0,0.0,11642.0,5.0,35.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
271,AB-006,AB-006-09,11644,5.0,30.0,0.0,12587.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
272,AB-006,AB-006-09,11644,5.0,30.0,0.0,8813.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
273,AB-006,AB-006-09,11644,5.0,30.0,0.0,11643.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
274,AB-006,AB-006-10,11644,6.0,30.0,0.0,11643.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
275,AB-006,AB-006-10,11644,6.0,30.0,0.0,11642.0,5.0,35.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
276,AB-006,AB-006-10,11644,6.0,30.0,0.0,8813.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
277,AB-006,AB-006-10,11644,6.0,30.0,0.0,12587.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
278,AB-006,AB-006-10,11644,6.0,30.0,0.0,13126.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
279,AB-006,AB-006-11,11645,7.0,30.0,0.0,13129.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
280,AB-006,AB-006-11,11645,7.0,30.0,0.0,13130.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
281,AB-006,AB-006-11,11645,7.0,30.0,0.0,11643.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
282,AB-006,AB-006-11,11645,7.0,30.0,0.0,13128.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
283,AB-006,AB-006-11,11645,7.0,30.0,0.0,11644.0,5.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
284,AB-006,AB-006-12,11645,12.0,30.0,0.0,11643.0,4.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
285,AB-006,AB-006-12,11645,12.0,30.0,0.0,11644.0,4.0,49.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
286,AB-006,AB-006-12,11645,12.0,30.0,0.0,8813.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
287,AB-006,AB-006-12,11645,12.0,30.0,0.0,11642.0,4.0,35.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
288,AB-006,AB-006-13,3813,13.0,30.0,0.0,12579.0,4.0,42.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
289,AB-006,AB-006-13,3813,13.0,30.0,0.0,9400.0,4.0,48.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
290,AB-006,AB-006-13,3813,13.0,30.0,0.0,9400.0,4.0,48.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
291,AB-006,AB-006-13,3813,13.0,30.0,0.0,2528.0,4.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
292,AB-006,AB-006-13,3813,13.0,30.0,0.0,9400.0,4.0,48.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
293,AB-006,AB-006-13,3813,13.0,30.0,0.0,7365.0,4.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
294,AB-006,AB-006-14,7364,22.0,30.0,0.0,13660.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
295,AB-006,AB-006-14,7364,22.0,30.0,0.0,13659.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
296,AB-006,AB-006-15,7365,1.0,30.0,0.0,12589.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
297,AB-006,AB-006-15,7365,1.0,30.0,0.0,7853.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
298,AB-006,AB-006-15,7365,1.0,30.0,0.0,12273.0,4.0,36.0,18000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
299,AB-006,AB-006-15,7365,1.0,30.0,0.0,2528.0,4.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
300,AB-006,AB-006-16,9148,11.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
301,AB-006,AB-006-17,7362,3.0,30.0,0.0,13134.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
302,AB-006,AB-006-17,7362,3.0,30.0,0.0,13132.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
303,AB-006,AB-006-17,7362,3.0,30.0,0.0,13131.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
304,AB-006,AB-006-17,7362,3.0,30.0,0.0,4063.0,5.0,53.0,15000.0,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
305,AB-006,AB-006-17,7362,3.0,30.0,0.0,13133.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
306,AB-006,AB-006-18,105,8.0,30.0,0.0,3875.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
307,AB-006,AB-006-18,105,8.0,30.0,0.0,13137.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
308,AB-006,AB-006-18,105,8.0,30.0,0.0,13136.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
309,AB-006,AB-006-18,105,8.0,30.0,0.0,13135.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
310,AB-006,AB-006-18,105,8.0,30.0,0.0,678.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
311,AB-006,AB-006-19,8528,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
312,AB-006,AB-006-20,8529,18.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
313,AB-006,AB-006-21,5623,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
314,AB-006,AB-006-22,8533,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
315,AB-006,AB-006-23,8534,24.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
316,AB-006,AB-006-24,5103,16.0,30.0,0.0,13391.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
317,AB-006,AB-006-24,5103,16.0,30.0,0.0,13389.0,3.0,32.0,,M,SE,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
318,AB-006,AB-006-24,5103,16.0,30.0,0.0,13390.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
319,AB-006,AB-006-25,3699,21.0,30.0,0.0,13641.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
320,AB-006,AB-006-25,3699,21.0,30.0,0.0,13639.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
321,AB-006,AB-006-25,3699,21.0,30.0,0.0,13638.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
322,AB-006,AB-006-25,3699,21.0,30.0,0.0,13640.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
323,AB-006,AB-006-26,8521,17.0,30.0,0.0,13443.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
324,AB-006,AB-006-26,8521,17.0,30.0,0.0,13444.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
325,AB-006,AB-006-26,8521,17.0,30.0,0.0,3051.0,3.0,42.0,5000.0,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
326,AB-006,AB-006-27,11646,9.0,30.0,0.0,13138.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
327,AB-006,AB-006-27,11646,9.0,30.0,0.0,13140.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
328,AB-006,AB-006-27,11646,9.0,30.0,0.0,13139.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
329,AB-006,AB-006-27,11646,9.0,30.0,0.0,11647.0,5.0,24.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
330,AB-006,AB-006-27,11646,9.0,30.0,0.0,13141.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
331,AB-006,AB-006-28,11647,14.0,30.0,0.0,13302.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
332,AB-006,AB-006-28,11647,14.0,30.0,0.0,13303.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
333,AB-006,AB-006-28,11647,14.0,30.0,0.0,13076.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
334,AB-006,AB-006-28,11647,14.0,30.0,0.0,13304.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
335,AB-006,AB-006-29,11648,20.0,30.0,0.0,9403.0,3.0,40.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
336,AB-006,AB-006-29,11648,20.0,30.0,0.0,12840.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
337,AB-006,AB-006-29,11648,20.0,30.0,0.0,9148.0,3.0,39.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
338,AB-006,AB-006-30,11649,25.0,30.0,0.0,8386.0,3.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
339,AB-006,AB-006-30,11649,25.0,30.0,0.0,8526.0,3.0,45.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
340,AB-006,AB-006-30,11649,25.0,30.0,0.0,13904.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
341,AB-008,AB-008-01,14098,19.0,30.0,0.0,14909.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
342,AB-008,AB-008-01,14098,19.0,30.0,0.0,13906.0,3.0,54.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
343,AB-008,AB-008-01,14098,19.0,30.0,0.0,14910.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
344,AB-008,AB-008-02,5623,24.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
345,AB-008,AB-008-03,8531,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
346,AB-008,AB-008-04,13900,14.0,30.0,0.0,13906.0,1.0,54.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
347,AB-008,AB-008-05,13901,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
348,AB-008,AB-008-06,7364,18.0,30.0,0.0,14818.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
349,AB-008,AB-008-06,7364,18.0,30.0,0.0,13659.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
350,AB-008,AB-008-07,160,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
351,AB-008,AB-008-08,12450,17.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
352,AB-008,AB-008-09,9405,10.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
353,AB-008,AB-008-10,8529,3.0,30.0,0.0,8613.0,5.0,65.0,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
354,AB-008,AB-008-10,8529,3.0,30.0,0.0,12226.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
355,AB-008,AB-008-10,8529,3.0,30.0,0.0,14089.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
356,AB-008,AB-008-10,8529,3.0,30.0,0.0,14088.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
357,AB-008,AB-008-10,8529,3.0,30.0,0.0,14087.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
358,AB-008,AB-008-11,8386,21.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
359,AB-008,AB-008-12,8526,13.0,30.0,0.0,8386.0,1.0,,,M,B,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
360,AB-008,AB-008-13,1,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
361,AB-008,AB-008-14,9400,2.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
362,AB-008,AB-008-15,9400,7.0,30.0,0.0,12222.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
363,AB-008,AB-008-15,9400,7.0,30.0,0.0,13620.0,3.0,58.0,,M,R,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
364,AB-008,AB-008-15,9400,7.0,30.0,0.0,13622.0,3.0,49.0,8500.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
365,AB-008,AB-008-16,12273,6.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
366,AB-008,AB-008-17,8382,4.0,30.0,0.0,14220.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
367,AB-008,AB-008-17,8382,4.0,30.0,0.0,9460.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
368,AB-008,AB-008-17,8382,4.0,30.0,0.0,7374.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
369,AB-008,AB-008-17,8382,4.0,30.0,0.0,14219.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
370,AB-008,AB-008-17,8382,4.0,30.0,0.0,9465.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
371,AB-008,AB-008-18,8382,8.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
372,AB-008,AB-008-19,4082,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
373,AB-008,AB-008-20,8385,25.0,30.0,0.0,15194.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
374,AB-008,AB-008-20,8385,25.0,30.0,0.0,12213.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
375,AB-008,AB-008-21,12579,23.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
376,AB-008,AB-008-22,13903,5.0,30.0,0.0,7763.0,5.0,40.0,8500.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
377,AB-008,AB-008-22,13903,5.0,30.0,0.0,9040.0,5.0,43.0,10853.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
378,AB-008,AB-008-22,13903,5.0,30.0,0.0,13395.0,5.0,40.0,8000.0,M,P,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
379,AB-008,AB-008-22,13903,5.0,30.0,0.0,9250.0,5.0,50.0,14950.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
380,AB-008,AB-008-22,13903,5.0,30.0,0.0,8668.0,5.0,51.0,18000.0,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
381,AB-008,AB-008-23,13745,1.0,30.0,0.0,13993.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
382,AB-008,AB-008-23,13745,1.0,30.0,0.0,8668.0,5.0,51.0,18000.0,F,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
383,AB-008,AB-008-23,13745,1.0,30.0,0.0,7763.0,5.0,40.0,8500.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
384,AB-008,AB-008-23,13745,1.0,30.0,0.0,9040.0,5.0,43.0,10853.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
385,AB-008,AB-008-23,13745,1.0,30.0,0.0,13992.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
386,AB-008,AB-008-24,13905,16.0,30.0,0.0,,,,,,,,,,,,,1.0,,,,90000.0,3000.0,2001.0
387,AB-008,AB-008-25,400,15.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
388,AB-008,AB-008-26,7363,9.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
389,AB-008,AB-008-27,13906,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
