,chit,chit_id,p_recno,winning_aucn,duration,fman,surety_p_recno,n_surety,age,salary,sex,occupation,other_chits,surety_others,years_of_service,house_owner,land_owner,income_tax,insurance_policy,insurance_amount,res_pin,off_pin,chit_value,monthly_contribution,year
11979,U-081,U-081-21,11937,13.0,30.0,0.0,18650.0,2.0,,,,,0.0,0.0,19.0,0.0,0.0,0.0,0.0,,110095.0,,30000.0,1000.0,2006.0
11980,U-081,U-081-21,11937,13.0,30.0,0.0,17000.0,2.0,,,,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,,,30000.0,1000.0,2006.0
11981,U-081,U-081-22,16716,17.0,30.0,0.0,11937.0,1.0,51.0,,F,PS,1.0,1.0,32.0,0.0,0.0,0.0,0.0,,110092.0,,30000.0,1000.0,2006.0
11982,U-081,U-081-23,16716,29.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
11983,U-081,U-081-24,19632,5.0,30.0,0.0,19185.0,3.0,39.0,9000.0,M,PS,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,201301.0,,30000.0,1000.0,2006.0
11984,U-081,U-081-24,19632,5.0,30.0,0.0,20198.0,3.0,,,,,0.0,0.0,9.0,1.0,1.0,1.0,0.0,,,201301.0,30000.0,1000.0,2006.0
11985,U-081,U-081-24,19632,5.0,30.0,0.0,19185.0,3.0,39.0,9000.0,M,PS,1.0,1.0,4.0,0.0,0.0,1.0,0.0,,201301.0,201301.0,30000.0,1000.0,2006.0
11986,U-081,U-081-24,19632,5.0,30.0,0.0,20199.0,3.0,,,,,0.0,0.0,4.0,0.0,0.0,1.0,0.0,,201301.0,201301.0,30000.0,1000.0,2006.0
11987,U-081,U-081-25,19633,11.0,30.0,0.0,13047.0,2.0,34.0,7775.0,M,GS,1.0,1.0,36.0,0.0,0.0,0.0,0.0,,,,30000.0,1000.0,2006.0
11988,U-081,U-081-25,19633,11.0,30.0,0.0,20667.0,2.0,,,,,0.0,0.0,18.0,0.0,0.0,1.0,0.0,,,,30000.0,1000.0,2006.0
11989,U-081,U-081-26,19634,3.0,30.0,0.0,19792.0,3.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
11990,U-081,U-081-26,19634,3.0,30.0,0.0,19981.0,3.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
11991,U-081,U-081-26,19634,3.0,30.0,0.0,19980.0,3.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
11992,U-081,U-081-27,7354,6.0,30.0,0.0,20370.0,3.0,,,,,0.0,0.0,28.0,0.0,0.0,1.0,0.0,,110028.0,110005.0,30000.0,1000.0,2006.0
11993,U-081,U-081-27,7354,6.0,30.0,0.0,20371.0,3.0,,,,,0.0,0.0,15.0,1.0,1.0,1.0,0.0,,110018.0,,30000.0,1000.0,2006.0
11994,U-081,U-081-27,7354,6.0,30.0,0.0,8102.0,3.0,,,,,0.0,0.0,5.0,0.0,0.0,1.0,0.0,,110009.0,110003.0,30000.0,1000.0,2006.0
11995,U-081,U-081-28,17039,22.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
11996,U-081,U-081-29,15968,20.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
11997,U-081,U-081-30,1,1.0,30.0,1.0,,0.0,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
11998,U-082,U-082-01,7639,19.0,30.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,110022.0,110011.0,30000.0,1000.0,2006.0
11999,U-082,U-082-02,17828,15.0,30.0,0.0,19882.0,2.0,57.0,20000.0,F,PS,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,,,30000.0,1000.0,2006.0
12000,U-082,U-082-02,17828,15.0,30.0,0.0,7639.0,2.0,73.0,6500.0,M,R,1.0,1.0,28.0,1.0,1.0,0.0,0.0,,110075.0,110011.0,30000.0,1000.0,2006.0
12001,U-082,U-082-03,19882,22.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12002,U-082,U-082-04,19883,20.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12003,U-082,U-082-05,17962,3.0,30.0,0.0,19226.0,3.0,19.0,,F,SE,1.0,1.0,,0.0,0.0,0.0,0.0,,110091.0,,30000.0,1000.0,2006.0
12004,U-082,U-082-05,17962,3.0,30.0,0.0,706.0,3.0,,,,,0.0,0.0,30.0,0.0,0.0,1.0,0.0,,110091.0,,30000.0,1000.0,2006.0
12005,U-082,U-082-05,17962,3.0,30.0,0.0,20367.0,3.0,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,110018.0,110020.0,30000.0,1000.0,2006.0
12006,U-082,U-082-06,18538,2.0,30.0,0.0,3082.0,3.0,,,,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,110096.0,110005.0,30000.0,1000.0,2006.0
12007,U-082,U-082-06,18538,2.0,30.0,0.0,3963.0,3.0,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,110096.0,110095.0,30000.0,1000.0,2006.0
12008,U-082,U-082-06,18538,2.0,30.0,0.0,5334.0,3.0,,,,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,,110096.0,,30000.0,1000.0,2006.0
12009,U-082,U-082-07,18538,13.0,30.0,0.0,3963.0,2.0,,,,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,110096.0,,30000.0,1000.0,2006.0
12010,U-082,U-082-07,18538,13.0,30.0,0.0,5334.0,2.0,,,,,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,110096.0,110095.0,30000.0,1000.0,2006.0
12011,U-082,U-082-08,14575,27.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12012,U-082,U-082-09,2794,10.0,30.0,0.0,20597.0,2.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,110096.0,110020.0,30000.0,1000.0,2006.0
12013,U-082,U-082-09,2794,10.0,30.0,0.0,3082.0,2.0,,,,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,110096.0,110005.0,30000.0,1000.0,2006.0
12014,U-082,U-082-10,2794,17.0,30.0,0.0,3963.0,2.0,,,,,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,110096.0,110095.0,30000.0,1000.0,2006.0
12015,U-082,U-082-10,2794,17.0,30.0,0.0,3082.0,2.0,,,,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,110096.0,,30000.0,1000.0,2006.0
12016,U-082,U-082-11,19885,23.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12017,U-082,U-082-12,19886,7.0,30.0,0.0,1204.0,2.0,43.0,5000.0,F,PS,1.0,1.0,10.0,0.0,0.0,0.0,0.0,,10058.0,110059.0,30000.0,1000.0,2006.0
12018,U-082,U-082-12,19886,7.0,30.0,0.0,19391.0,2.0,,,,,0.0,0.0,7.0,1.0,1.0,0.0,0.0,,,110059.0,30000.0,1000.0,2006.0
12019,U-082,U-082-13,20022,6.0,30.0,0.0,20533.0,3.0,,,,,0.0,0.0,27.0,0.0,0.0,1.0,0.0,,110035.0,,30000.0,1000.0,2006.0
12020,U-082,U-082-13,20022,6.0,30.0,0.0,4591.0,3.0,50.0,13000.0,F,PS,1.0,1.0,9.0,0.0,0.0,0.0,0.0,,110041.0,,30000.0,1000.0,2006.0
12021,U-082,U-082-13,20022,6.0,30.0,0.0,20534.0,3.0,,,,,0.0,0.0,22.0,0.0,0.0,1.0,0.0,,110035.0,,30000.0,1000.0,2006.0
12022,U-082,U-082-14,16860,12.0,30.0,0.0,18488.0,3.0,58.0,7775.0,M,PS,1.0,1.0,,0.0,0.0,0.0,0.0,,,110006.0,30000.0,1000.0,2006.0
12023,U-082,U-082-14,16860,12.0,30.0,0.0,20906.0,3.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,30000.0,1000.0,2006.0
12024,U-082,U-082-14,16860,12.0,30.0,0.0,20905.0,3.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,110002.0,30000.0,1000.0,2006.0
12025,U-082,U-082-14,16860,12.0,30.0,0.0,18488.0,3.0,58.0,7775.0,M,PS,1.0,1.0,,0.0,0.0,0.0,0.0,,,110002.0,30000.0,1000.0,2006.0
12026,U-082,U-082-15,18488,18.0,30.0,0.0,17604.0,2.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,30000.0,1000.0,2006.0
12027,U-082,U-082-15,18488,18.0,30.0,0.0,18928.0,2.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,110006.0,30000.0,1000.0,2006.0
12028,U-082,U-082-16,19887,14.0,30.0,0.0,21048.0,2.0,,,,,0.0,0.0,11.0,1.0,1.0,1.0,0.0,,10035.0,110055.0,30000.0,1000.0,2006.0
12029,U-082,U-082-16,19887,14.0,30.0,0.0,21047.0,2.0,,,,,0.0,0.0,9.0,1.0,1.0,0.0,0.0,,110035.0,,30000.0,1000.0,2006.0
12030,U-082,U-082-17,19888,4.0,30.0,0.0,13829.0,3.0,,,M,,1.0,1.0,25.0,0.0,0.0,1.0,0.0,,110043.0,110021.0,30000.0,1000.0,2006.0
12031,U-082,U-082-17,19888,4.0,30.0,0.0,459.0,3.0,51.0,25449.0,M,PS,1.0,1.0,22.0,0.0,0.0,1.0,0.0,,110029.0,110021.0,30000.0,1000.0,2006.0
12032,U-082,U-082-17,19888,4.0,30.0,0.0,13608.0,3.0,29.0,7837.0,M,PS,1.0,1.0,11.0,1.0,1.0,1.0,0.0,,110046.0,110021.0,30000.0,1000.0,2006.0
12033,U-082,U-082-18,19889,9.0,30.0,0.0,10435.0,2.0,23.0,5000.0,M,PS,1.0,1.0,,,,,,,,,30000.0,1000.0,2006.0
12034,U-082,U-082-18,19889,9.0,30.0,0.0,20361.0,2.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
12035,U-082,U-082-19,19889,16.0,30.0,0.0,20360.0,2.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
12036,U-082,U-082-19,19889,16.0,30.0,0.0,21221.0,2.0,,,,,0.0,0.0,,,,,,,,,30000.0,1000.0,2006.0
12037,U-082,U-082-20,1342,29.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12038,U-082,U-082-21,21845,30.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12039,U-082,U-082-22,17325,28.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12040,U-082,U-082-23,16573,8.0,30.0,0.0,20674.0,3.0,,,,,0.0,0.0,21.0,0.0,0.0,1.0,0.0,,110035.0,,30000.0,1000.0,2006.0
12041,U-082,U-082-23,16573,8.0,30.0,0.0,20050.0,3.0,,,,,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,110035.0,110055.0,30000.0,1000.0,2006.0
12042,U-082,U-082-23,16573,8.0,30.0,0.0,20673.0,3.0,,,,,0.0,0.0,7.0,0.0,0.0,1.0,0.0,,,,30000.0,1000.0,2006.0
12043,U-082,U-082-24,14562,25.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12044,U-082,U-082-25,883,24.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12045,U-082,U-082-26,20464,21.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12046,U-082,U-082-27,16186,26.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12047,U-082,U-082-28,19926,11.0,30.0,0.0,15806.0,2.0,,,,,0.0,0.0,13.0,0.0,0.0,1.0,0.0,,110008.0,110059.0,30000.0,1000.0,2006.0
12048,U-082,U-082-28,19926,11.0,30.0,0.0,12135.0,2.0,50.0,12000.0,M,PS,1.0,1.0,5.0,0.0,0.0,0.0,0.0,,110059.0,110001.0,30000.0,1000.0,2006.0
12049,U-082,U-082-29,884,5.0,30.0,0.0,,,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12050,U-082,U-082-30,1,1.0,30.0,1.0,,0.0,,,,,,,,,,,,,,,30000.0,1000.0,2006.0
12051,V-023,V-023-01,389,16.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12052,V-023,V-023-02,389,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12053,V-023,V-023-03,12168,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12054,V-023,V-023-04,4632,28.0,30.0,0.0,1780.0,1.0,63.0,15000.0,M,R,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12055,V-023,V-023-05,12170,21.0,30.0,0.0,14905.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12056,V-023,V-023-05,12170,21.0,30.0,0.0,14906.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12057,V-023,V-023-06,12171,4.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12058,V-023,V-023-07,12172,13.0,30.0,0.0,14052.0,4.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2000.0
12059,V-023,V-023-07,12172,13.0,30.0,0.0,14053.0,4.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2000.0
12060,V-023,V-023-07,12172,13.0,30.0,0.0,14051.0,4.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2000.0
12061,V-023,V-023-07,12172,13.0,30.0,0.0,13912.0,4.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2000.0
12062,V-023,V-023-08,3895,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12063,V-023,V-023-09,2579,23.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12064,V-023,V-023-10,232,17.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12065,V-023,V-023-11,1836,14.0,30.0,0.0,14153.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12066,V-023,V-023-11,1836,14.0,30.0,0.0,7849.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12067,V-023,V-023-11,1836,14.0,30.0,0.0,232.0,3.0,65.0,8000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12068,V-023,V-023-12,12173,6.0,30.0,0.0,13259.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12069,V-023,V-023-12,12173,6.0,30.0,0.0,2180.0,4.0,50.0,5500.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12070,V-023,V-023-12,12173,6.0,30.0,0.0,13261.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12071,V-023,V-023-12,12173,6.0,30.0,0.0,13260.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12072,V-023,V-023-13,1392,3.0,30.0,0.0,12875.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12073,V-023,V-023-13,1392,3.0,30.0,0.0,826.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12074,V-023,V-023-13,1392,3.0,30.0,0.0,17.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12075,V-023,V-023-13,1392,3.0,30.0,0.0,12873.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12076,V-023,V-023-13,1392,3.0,30.0,0.0,12872.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12077,V-023,V-023-13,1392,3.0,30.0,0.0,12874.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12078,V-023,V-023-14,12174,10.0,30.0,0.0,3387.0,4.0,56.0,15000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12079,V-023,V-023-14,12174,10.0,30.0,0.0,3308.0,4.0,54.0,10000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12080,V-023,V-023-14,12174,10.0,30.0,0.0,4777.0,4.0,47.0,12000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12081,V-023,V-023-14,12174,10.0,30.0,0.0,524.0,4.0,55.0,15000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12082,V-023,V-023-15,8603,7.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12083,V-023,V-023-16,12175,24.0,30.0,0.0,7277.0,2.0,36.0,7500.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12084,V-023,V-023-16,12175,24.0,30.0,0.0,5543.0,2.0,32.0,6500.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12085,V-023,V-023-17,2693,9.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12086,V-023,V-023-18,8160,11.0,30.0,0.0,13809.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12087,V-023,V-023-18,8160,11.0,30.0,0.0,13812.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12088,V-023,V-023-18,8160,11.0,30.0,0.0,2693.0,4.0,45.0,10500.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12089,V-023,V-023-18,8160,11.0,30.0,0.0,13813.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12090,V-023,V-023-18,8160,11.0,30.0,0.0,2693.0,4.0,45.0,10500.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12091,V-023,V-023-19,12176,18.0,30.0,0.0,11707.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12092,V-023,V-023-19,12176,18.0,30.0,0.0,11704.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12093,V-023,V-023-19,12176,18.0,30.0,0.0,1680.0,3.0,50.0,3100.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12094,V-023,V-023-20,12177,12.0,30.0,0.0,9909.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12095,V-023,V-023-20,12177,12.0,30.0,0.0,5813.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12096,V-023,V-023-20,12177,12.0,30.0,0.0,4892.0,3.0,40.0,12000.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12097,V-023,V-023-21,162,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12098,V-023,V-023-22,12178,8.0,30.0,0.0,13474.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12099,V-023,V-023-22,12178,8.0,30.0,0.0,13475.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12100,V-023,V-023-22,12178,8.0,30.0,0.0,8452.0,4.0,52.0,8790.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12101,V-023,V-023-22,12178,8.0,30.0,0.0,1793.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12102,V-023,V-023-23,12179,19.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12103,V-023,V-023-24,12180,25.0,30.0,0.0,12900.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12104,V-023,V-023-24,12180,25.0,30.0,0.0,12901.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12105,V-023,V-023-25,7377,20.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12106,V-023,V-023-26,5118,22.0,30.0,0.0,7377.0,1.0,45.0,27000.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12107,V-023,V-023-27,3188,15.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12108,V-023,V-023-28,6193,2.0,30.0,0.0,12934.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12109,V-023,V-023-28,6193,2.0,30.0,0.0,12933.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12110,V-023,V-023-28,6193,2.0,30.0,0.0,12930.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12111,V-023,V-023-28,6193,2.0,30.0,0.0,12931.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12112,V-023,V-023-28,6193,2.0,30.0,0.0,5793.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12113,V-023,V-023-28,6193,2.0,30.0,0.0,12932.0,6.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12114,V-023,V-023-29,2359,5.0,30.0,0.0,13079.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12115,V-023,V-023-29,2359,5.0,30.0,0.0,13080.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12116,V-023,V-023-29,2359,5.0,30.0,0.0,2365.0,5.0,45.0,11141.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2000.0
12117,V-023,V-023-29,2359,5.0,30.0,0.0,13077.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12118,V-023,V-023-29,2359,5.0,30.0,0.0,13078.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2000.0
12119,V-023,V-023-30,1,1.0,30.0,1.0,,0.0,,,,,,,,,,,,,,,90000.0,3000.0,2000.0
12120,V-025,V-025-01,13968,14.0,30.0,0.0,15358.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12121,V-025,V-025-01,13968,14.0,30.0,0.0,15360.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12122,V-025,V-025-01,13968,14.0,30.0,0.0,15359.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12123,V-025,V-025-01,13968,14.0,30.0,0.0,15361.0,4.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12124,V-025,V-025-02,30,23.0,30.0,0.0,,,,,,,,,,,,,1.0,,,,90000.0,3000.0,2001.0
12125,V-025,V-025-03,13969,13.0,30.0,0.0,,,,,,,,,,,,,1.0,,,,90000.0,3000.0,2001.0
12126,V-025,V-025-04,13970,19.0,30.0,0.0,7650.0,2.0,34.0,11550.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12127,V-025,V-025-04,13970,19.0,30.0,0.0,7650.0,2.0,34.0,11550.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12128,V-025,V-025-04,13970,19.0,30.0,0.0,7650.0,2.0,34.0,11550.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12129,V-025,V-025-04,13970,19.0,30.0,0.0,7650.0,2.0,34.0,11550.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12130,V-025,V-025-04,13970,19.0,30.0,0.0,15985.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12131,V-025,V-025-04,13970,19.0,30.0,0.0,7650.0,2.0,34.0,11550.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12132,V-025,V-025-05,13971,3.0,30.0,0.0,14249.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12133,V-025,V-025-05,13971,3.0,30.0,0.0,459.0,5.0,51.0,25449.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12134,V-025,V-025-05,13971,3.0,30.0,0.0,3558.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12135,V-025,V-025-05,13971,3.0,30.0,0.0,8007.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12136,V-025,V-025-05,13971,3.0,30.0,0.0,12037.0,5.0,32.0,9500.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12137,V-025,V-025-06,560,26.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12138,V-025,V-025-07,1875,20.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12139,V-025,V-025-08,2758,28.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12140,V-025,V-025-09,4214,16.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12141,V-025,V-025-10,13975,18.0,30.0,0.0,15844.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12142,V-025,V-025-10,13975,18.0,30.0,0.0,11624.0,2.0,58.0,13100.0,M,PS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12143,V-025,V-025-11,7462,22.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12144,V-025,V-025-12,3164,12.0,30.0,0.0,15149.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12145,V-025,V-025-12,3164,12.0,30.0,0.0,5212.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12146,V-025,V-025-12,3164,12.0,30.0,0.0,11123.0,3.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12147,V-025,V-025-13,12177,21.0,30.0,0.0,4892.0,2.0,40.0,12000.0,M,GS,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12148,V-025,V-025-13,12177,21.0,30.0,0.0,16128.0,2.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
12149,V-025,V-025-14,13977,9.0,30.0,0.0,14922.0,3.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2001.0
12150,V-025,V-025-14,13977,9.0,30.0,0.0,347.0,3.0,,,,,0.0,0.0,,,,,1.0,,,,90000.0,3000.0,2001.0
12151,V-025,V-025-14,13977,9.0,30.0,0.0,758.0,3.0,34.0,10000.0,M,B,1.0,1.0,,,,,1.0,,,,90000.0,3000.0,2001.0
12152,V-025,V-025-15,8156,27.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12153,V-025,V-025-16,8156,29.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12154,V-025,V-025-17,6092,30.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12155,V-025,V-025-18,300,25.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12156,V-025,V-025-19,251,15.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12157,V-025,V-025-20,4332,17.0,30.0,0.0,,,,,,,,,,,,,,,,,90000.0,3000.0,2001.0
12158,V-025,V-025-21,13997,2.0,30.0,0.0,8156.0,5.0,29.0,9000.0,M,P,1.0,1.0,,,,,,,,,90000.0,3000.0,2001.0
12159,V-025,V-025-21,13997,2.0,30.0,0.0,14119.0,5.0,,,,,0.0,0.0,,,,,,,,,90000.0,3000.0,2001.0
